locus_tag	ftype	length_bp	gene	EC_number	COG	product
NPL-UPA2_metaspades_Bin_5_1-contigs_00020	CDS	1128				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00021	CDS	741	tmk_1	2.7.4.9		Thymidylate kinase
NPL-UPA2_metaspades_Bin_5_1-contigs_00022	CDS	1476	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
NPL-UPA2_metaspades_Bin_5_1-contigs_00023	CDS	1446	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
NPL-UPA2_metaspades_Bin_5_1-contigs_00024	CDS	867	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
NPL-UPA2_metaspades_Bin_5_1-contigs_00025	CDS	1293	aroA1	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase 1
NPL-UPA2_metaspades_Bin_5_1-contigs_00026	CDS	669	cmk	2.7.4.25	COG0283	Cytidylate kinase
NPL-UPA2_metaspades_Bin_5_1-contigs_00027	CDS	618	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
NPL-UPA2_metaspades_Bin_5_1-contigs_00028	CDS	882	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
NPL-UPA2_metaspades_Bin_5_1-contigs_00029	CDS	1710	rpsA		COG0539	30S ribosomal protein S1
NPL-UPA2_metaspades_Bin_5_1-contigs_00030	CDS	1170	glcK	2.7.1.2	COG1940	Glucokinase
NPL-UPA2_metaspades_Bin_5_1-contigs_00031	CDS	774	rph	2.7.7.56	COG0689	Ribonuclease PH
NPL-UPA2_metaspades_Bin_5_1-contigs_00032	CDS	603		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
NPL-UPA2_metaspades_Bin_5_1-contigs_00033	CDS	1227	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
NPL-UPA2_metaspades_Bin_5_1-contigs_00034	CDS	696	quiB	4.2.1.10	COG0710	Catabolic 3-dehydroquinate dehydratase
NPL-UPA2_metaspades_Bin_5_1-contigs_00035	CDS	513				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00036	CDS	810				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00037	CDS	1032	mreB		COG1077	Cell shape-determining protein MreB
NPL-UPA2_metaspades_Bin_5_1-contigs_00038	CDS	2640	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
NPL-UPA2_metaspades_Bin_5_1-contigs_00039	CDS	624	recX			Regulatory protein RecX
NPL-UPA2_metaspades_Bin_5_1-contigs_00040	CDS	1575	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
NPL-UPA2_metaspades_Bin_5_1-contigs_00041	CDS	1020	recA			Protein RecA
NPL-UPA2_metaspades_Bin_5_1-contigs_00042	CDS	936				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00043	CDS	633				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00044	CDS	204				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00045	CDS	705				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00046	CDS	189				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00047	CDS	924	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
NPL-UPA2_metaspades_Bin_5_1-contigs_00048	CDS	1206	argG	6.3.4.5		Argininosuccinate synthase
NPL-UPA2_metaspades_Bin_5_1-contigs_00049	CDS	1719	sigA		COG0568	RNA polymerase sigma factor SigA
NPL-UPA2_metaspades_Bin_5_1-contigs_00050	CDS	984	gshA	6.3.2.2		Glutamate--cysteine ligase
NPL-UPA2_metaspades_Bin_5_1-contigs_00051	CDS	666				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00052	CDS	2085	fusA_1		COG0480	Elongation factor G
NPL-UPA2_metaspades_Bin_5_1-contigs_00053	CDS	204	cspLA		COG1278	Cold shock-like protein CspLA
NPL-UPA2_metaspades_Bin_5_1-contigs_00054	CDS	180				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00055	CDS	639				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00056	tRNA	73				tRNA-Met(cat)
NPL-UPA2_metaspades_Bin_5_1-contigs_00057	CDS	1041	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
NPL-UPA2_metaspades_Bin_5_1-contigs_00058	tRNA	76				tRNA-Glu(ctc)
NPL-UPA2_metaspades_Bin_5_1-contigs_00059	CDS	1293	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
NPL-UPA2_metaspades_Bin_5_1-contigs_00060	CDS	1023	purM	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
NPL-UPA2_metaspades_Bin_5_1-contigs_00061	CDS	1635	purH		COG0138	Bifunctional purine biosynthesis protein PurH
NPL-UPA2_metaspades_Bin_5_1-contigs_00062	CDS	288	groS5			10 kDa chaperonin 5
NPL-UPA2_metaspades_Bin_5_1-contigs_00063	CDS	1560	pqqE	1.21.98.4		PqqA peptide cyclase
NPL-UPA2_metaspades_Bin_5_1-contigs_00064	CDS	378	atoC_1		COG2204	Regulatory protein AtoC
NPL-UPA2_metaspades_Bin_5_1-contigs_00065	CDS	123				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00066	CDS	1356	atoC_2		COG2204	Regulatory protein AtoC
NPL-UPA2_metaspades_Bin_5_1-contigs_00067	CDS	1371	zraS	2.7.13.3		Sensor protein ZraS
NPL-UPA2_metaspades_Bin_5_1-contigs_00068	CDS	270				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00069	CDS	138				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00070	CDS	450	yacP		COG3688	putative protein YacP
NPL-UPA2_metaspades_Bin_5_1-contigs_00071	tRNA	75				tRNA-Lys(ctt)
NPL-UPA2_metaspades_Bin_5_1-contigs_00072	tRNA	83				tRNA-Leu(tag)
NPL-UPA2_metaspades_Bin_5_1-contigs_00073	tRNA	76				tRNA-Gly(gcc)
NPL-UPA2_metaspades_Bin_5_1-contigs_00074	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
NPL-UPA2_metaspades_Bin_5_1-contigs_00075	CDS	492				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00076	CDS	1236	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
NPL-UPA2_metaspades_Bin_5_1-contigs_00077	CDS	453	ywlF	5.3.1.-	COG0698	Putative sugar phosphate isomerase YwlF
NPL-UPA2_metaspades_Bin_5_1-contigs_00078	CDS	492	ywle	3.9.1.2		Protein-arginine-phosphatase
NPL-UPA2_metaspades_Bin_5_1-contigs_00079	CDS	783				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00080	CDS	813				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00081	CDS	558				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00082	tRNA	86				tRNA-Leu(caa)
NPL-UPA2_metaspades_Bin_5_1-contigs_00083	CDS	1317	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
NPL-UPA2_metaspades_Bin_5_1-contigs_00084	CDS	801	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
NPL-UPA2_metaspades_Bin_5_1-contigs_00085	CDS	768	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
NPL-UPA2_metaspades_Bin_5_1-contigs_00086	CDS	711	nfi	3.1.21.7	COG1515	Endonuclease V
NPL-UPA2_metaspades_Bin_5_1-contigs_00087	CDS	321	yajC		COG1862	Sec translocon accessory complex subunit YajC
NPL-UPA2_metaspades_Bin_5_1-contigs_00088	CDS	1110	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
NPL-UPA2_metaspades_Bin_5_1-contigs_00089	CDS	1383	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
NPL-UPA2_metaspades_Bin_5_1-contigs_00090	CDS	2034				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00091	CDS	2454	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
NPL-UPA2_metaspades_Bin_5_1-contigs_00092	CDS	552				Protein archease
NPL-UPA2_metaspades_Bin_5_1-contigs_00093	CDS	237				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00094	CDS	690	sipT	3.4.21.89	COG0681	Signal peptidase I T
NPL-UPA2_metaspades_Bin_5_1-contigs_00095	CDS	1362	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
NPL-UPA2_metaspades_Bin_5_1-contigs_00096	CDS	378	hisI	3.5.4.19		Phosphoribosyl-AMP cyclohydrolase
NPL-UPA2_metaspades_Bin_5_1-contigs_00097	CDS	228				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00098	CDS	924				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00099	CDS	951	thiL_1	2.7.4.16	COG0611	Thiamine-monophosphate kinase
NPL-UPA2_metaspades_Bin_5_1-contigs_00100	CDS	999	mnmA_1	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
NPL-UPA2_metaspades_Bin_5_1-contigs_00101	CDS	576	rplF			50S ribosomal protein L6
NPL-UPA2_metaspades_Bin_5_1-contigs_00102	CDS	126				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00103	CDS	399	rpsH			30S ribosomal protein S8
NPL-UPA2_metaspades_Bin_5_1-contigs_00104	CDS	186	rpsN1		COG0199	30S ribosomal protein S14
NPL-UPA2_metaspades_Bin_5_1-contigs_00105	CDS	555	rplE			50S ribosomal protein L5
NPL-UPA2_metaspades_Bin_5_1-contigs_00106	CDS	315	rplX		COG0198	50S ribosomal protein L24
NPL-UPA2_metaspades_Bin_5_1-contigs_00107	CDS	369	rplN		COG0093	50S ribosomal protein L14
NPL-UPA2_metaspades_Bin_5_1-contigs_00108	CDS	258	rpsQ		COG0186	30S ribosomal protein S17
NPL-UPA2_metaspades_Bin_5_1-contigs_00109	CDS	195	rpmC		COG0255	50S ribosomal protein L29
NPL-UPA2_metaspades_Bin_5_1-contigs_00110	CDS	411	rplP		COG0197	50S ribosomal protein L16
NPL-UPA2_metaspades_Bin_5_1-contigs_00111	CDS	681	rpsC		COG0092	30S ribosomal protein S3
NPL-UPA2_metaspades_Bin_5_1-contigs_00112	CDS	873	yitJ_1		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
NPL-UPA2_metaspades_Bin_5_1-contigs_00113	CDS	672				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00114	CDS	1236	folD	3.5.4.9		Bifunctional protein FolD protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00115	CDS	345	tolR			Tol-Pal system protein TolR
NPL-UPA2_metaspades_Bin_5_1-contigs_00116	CDS	438				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00117	CDS	1071				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00118	CDS	954	fldI	3.6.1.-		(R)-phenyllactate dehydratase activator
NPL-UPA2_metaspades_Bin_5_1-contigs_00119	CDS	246				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00120	CDS	795	thi4	2.4.2.59		Thiamine thiazole synthase
NPL-UPA2_metaspades_Bin_5_1-contigs_00121	CDS	525	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
NPL-UPA2_metaspades_Bin_5_1-contigs_00122	CDS	999	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
NPL-UPA2_metaspades_Bin_5_1-contigs_00123	CDS	372				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00124	CDS	717	cysE	2.3.1.30	COG1045	Serine acetyltransferase
NPL-UPA2_metaspades_Bin_5_1-contigs_00125	CDS	1026				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00126	CDS	372				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00127	CDS	186				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00128	CDS	600	recR		COG0353	Recombination protein RecR
NPL-UPA2_metaspades_Bin_5_1-contigs_00129	CDS	333			COG0718	Nucleoid-associated protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00130	CDS	1602				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00131	tRNA	88				tRNA-Ser(gga)
NPL-UPA2_metaspades_Bin_5_1-contigs_00132	tRNA	79				tRNA-Arg(gcg)
NPL-UPA2_metaspades_Bin_5_1-contigs_00133	tRNA	91				tRNA-Ser(gct)
NPL-UPA2_metaspades_Bin_5_1-contigs_00134	tRNA	87				tRNA-Ser(tga)
NPL-UPA2_metaspades_Bin_5_1-contigs_00135	CDS	957	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
NPL-UPA2_metaspades_Bin_5_1-contigs_00136	CDS	807	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
NPL-UPA2_metaspades_Bin_5_1-contigs_00137	CDS	456	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
NPL-UPA2_metaspades_Bin_5_1-contigs_00138	CDS	372	dksA			RNA polymerase-binding transcription factor DksA
NPL-UPA2_metaspades_Bin_5_1-contigs_00139	CDS	2808	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
NPL-UPA2_metaspades_Bin_5_1-contigs_00140	CDS	822	punA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 1
NPL-UPA2_metaspades_Bin_5_1-contigs_00141	CDS	825	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
NPL-UPA2_metaspades_Bin_5_1-contigs_00142	CDS	693	yggS		COG0325	Pyridoxal phosphate homeostasis protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00143	CDS	672				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00144	CDS	387				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00145	CDS	1062	hsdR	3.1.21.3		Type-1 restriction enzyme R protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00146	CDS	1266	mggS_1	2.4.1.-		Mannosylglucosylglycerate synthase
NPL-UPA2_metaspades_Bin_5_1-contigs_00147	CDS	570	gmk_1	2.7.4.8	COG0194	Guanylate kinase
NPL-UPA2_metaspades_Bin_5_1-contigs_00148	CDS	711				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00149	CDS	933	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
NPL-UPA2_metaspades_Bin_5_1-contigs_00150	CDS	1308	wbpA	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
NPL-UPA2_metaspades_Bin_5_1-contigs_00151	CDS	1002	strE	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
NPL-UPA2_metaspades_Bin_5_1-contigs_00152	CDS	1287	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
NPL-UPA2_metaspades_Bin_5_1-contigs_00153	CDS	1191	carE	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
NPL-UPA2_metaspades_Bin_5_1-contigs_00154	CDS	822	carD	1.3.1.108	COG2086	Caffeyl-CoA reductase-Etf complex subunit CarD
NPL-UPA2_metaspades_Bin_5_1-contigs_00155	CDS	1077	thrC	4.2.3.1	COG0498	Threonine synthase
NPL-UPA2_metaspades_Bin_5_1-contigs_00156	CDS	1299	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
NPL-UPA2_metaspades_Bin_5_1-contigs_00157	CDS	1167	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
NPL-UPA2_metaspades_Bin_5_1-contigs_00158	CDS	237	dlaT	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
NPL-UPA2_metaspades_Bin_5_1-contigs_00159	CDS	201				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00160	CDS	705	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
NPL-UPA2_metaspades_Bin_5_1-contigs_00161	CDS	936	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
NPL-UPA2_metaspades_Bin_5_1-contigs_00162	CDS	270	rpsO			30S ribosomal protein S15
NPL-UPA2_metaspades_Bin_5_1-contigs_00163	CDS	2133	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
NPL-UPA2_metaspades_Bin_5_1-contigs_00164	CDS	597				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00165	CDS	960	sppA	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
NPL-UPA2_metaspades_Bin_5_1-contigs_00166	CDS	969	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 1
NPL-UPA2_metaspades_Bin_5_1-contigs_00167	CDS	930	nadA	2.5.1.72	COG0379	Quinolinate synthase A
NPL-UPA2_metaspades_Bin_5_1-contigs_00168	CDS	429				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00169	CDS	312				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00170	CDS	1029	gutB_1	1.1.1.-	COG1063	Sorbitol dehydrogenase
NPL-UPA2_metaspades_Bin_5_1-contigs_00171	CDS	1023	gutB_2	1.1.1.-	COG1063	Sorbitol dehydrogenase
NPL-UPA2_metaspades_Bin_5_1-contigs_00172	CDS	315				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00173	tRNA	74				tRNA-Gln(ctg)
NPL-UPA2_metaspades_Bin_5_1-contigs_00174	CDS	324	cutA		COG1324	Divalent-cation tolerance protein CutA
NPL-UPA2_metaspades_Bin_5_1-contigs_00175	CDS	786	fdhD		COG1526	Sulfur carrier protein FdhD
NPL-UPA2_metaspades_Bin_5_1-contigs_00176	CDS	204				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00177	CDS	837				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00178	CDS	990	bioB	2.8.1.6		Biotin synthase
NPL-UPA2_metaspades_Bin_5_1-contigs_00179	CDS	1176	bioF	2.3.1.47		8-amino-7-oxononanoate synthase
NPL-UPA2_metaspades_Bin_5_1-contigs_00180	CDS	813	bioC	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
NPL-UPA2_metaspades_Bin_5_1-contigs_00181	CDS	2088	pat	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
NPL-UPA2_metaspades_Bin_5_1-contigs_00182	CDS	1533	comM		COG0606	Competence protein ComM
NPL-UPA2_metaspades_Bin_5_1-contigs_00183	CDS	621				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00184	CDS	303				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00185	CDS	420	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
NPL-UPA2_metaspades_Bin_5_1-contigs_00186	CDS	1434	iscS	2.8.1.7		Cysteine desulfurase IscS
NPL-UPA2_metaspades_Bin_5_1-contigs_00187	CDS	408	rsxB	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
NPL-UPA2_metaspades_Bin_5_1-contigs_00188	CDS	5463	uvrA			UvrABC system protein A
NPL-UPA2_metaspades_Bin_5_1-contigs_00189	CDS	1398				IS110 family transposase ISBmu4
NPL-UPA2_metaspades_Bin_5_1-contigs_00190	CDS	213				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00191	CDS	1419				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00192	CDS	144				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00193	CDS	1083	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
NPL-UPA2_metaspades_Bin_5_1-contigs_00194	CDS	1062	pheA			Bifunctional chorismate mutase/prephenate dehydratase
NPL-UPA2_metaspades_Bin_5_1-contigs_00195	CDS	609	scpB		COG1386	Segregation and condensation protein B
NPL-UPA2_metaspades_Bin_5_1-contigs_00196	CDS	711	scpA		COG1354	Segregation and condensation protein A
NPL-UPA2_metaspades_Bin_5_1-contigs_00197	CDS	981	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
NPL-UPA2_metaspades_Bin_5_1-contigs_00198	CDS	645				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00199	CDS	1299		2.7.7.-	COG0517	A-adding tRNA nucleotidyltransferase
NPL-UPA2_metaspades_Bin_5_1-contigs_00200	CDS	621	rpsD		COG0522	30S ribosomal protein S4
NPL-UPA2_metaspades_Bin_5_1-contigs_00201	CDS	378	rpsK			30S ribosomal protein S11
NPL-UPA2_metaspades_Bin_5_1-contigs_00202	CDS	396	rpsM		COG0099	30S ribosomal protein S13
NPL-UPA2_metaspades_Bin_5_1-contigs_00203	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
NPL-UPA2_metaspades_Bin_5_1-contigs_00204	CDS	219	infA		COG0361	Translation initiation factor IF-1
NPL-UPA2_metaspades_Bin_5_1-contigs_00205	CDS	747	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
NPL-UPA2_metaspades_Bin_5_1-contigs_00206	CDS	1068				ISL3 family transposase ISGme5
NPL-UPA2_metaspades_Bin_5_1-contigs_00207	tRNA	79				tRNA-Pro(cgg)
NPL-UPA2_metaspades_Bin_5_1-contigs_00208	CDS	642	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
NPL-UPA2_metaspades_Bin_5_1-contigs_00209	CDS	132				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00210	CDS	726	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
NPL-UPA2_metaspades_Bin_5_1-contigs_00211	CDS	720	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
NPL-UPA2_metaspades_Bin_5_1-contigs_00212	CDS	591	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
NPL-UPA2_metaspades_Bin_5_1-contigs_00213	CDS	1227	hisD	1.1.1.23		Histidinol dehydrogenase
NPL-UPA2_metaspades_Bin_5_1-contigs_00214	CDS	1269	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
NPL-UPA2_metaspades_Bin_5_1-contigs_00215	CDS	864	prmC	2.1.1.297		Release factor glutamine methyltransferase
NPL-UPA2_metaspades_Bin_5_1-contigs_00216	CDS	1053	prfA		COG0216	Peptide chain release factor 1
NPL-UPA2_metaspades_Bin_5_1-contigs_00217	CDS	201	rpmE		COG0254	50S ribosomal protein L31
NPL-UPA2_metaspades_Bin_5_1-contigs_00218	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
NPL-UPA2_metaspades_Bin_5_1-contigs_00219	CDS	660	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
NPL-UPA2_metaspades_Bin_5_1-contigs_00220	CDS	1746	fucI	5.3.1.25	COG2407	L-fucose isomerase
NPL-UPA2_metaspades_Bin_5_1-contigs_00221	CDS	474				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00222	CDS	474				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00223	CDS	927				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00224	CDS	1215	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
NPL-UPA2_metaspades_Bin_5_1-contigs_00225	CDS	924	rfaQ	2.-.-.-	COG0859	Lipopolysaccharide core heptosyltransferase RfaQ
NPL-UPA2_metaspades_Bin_5_1-contigs_00226	CDS	522	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
NPL-UPA2_metaspades_Bin_5_1-contigs_00227	CDS	1191		2.6.1.1		Aspartate aminotransferase
NPL-UPA2_metaspades_Bin_5_1-contigs_00228	CDS	969	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
NPL-UPA2_metaspades_Bin_5_1-contigs_00229	CDS	1251	epsF_1		COG1459	Type II secretion system protein F
NPL-UPA2_metaspades_Bin_5_1-contigs_00230	CDS	1368	atoC_3		COG2204	Regulatory protein AtoC
NPL-UPA2_metaspades_Bin_5_1-contigs_00231	CDS	537				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00232	CDS	1269				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00233	CDS	1140	acdA	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
NPL-UPA2_metaspades_Bin_5_1-contigs_00234	CDS	708	rnc	3.1.26.3	COG0571	Ribonuclease 3
NPL-UPA2_metaspades_Bin_5_1-contigs_00235	CDS	1242	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
NPL-UPA2_metaspades_Bin_5_1-contigs_00236	CDS	294	groS		COG0234	10 kDa chaperonin
NPL-UPA2_metaspades_Bin_5_1-contigs_00237	CDS	1638	groL		COG0459	60 kDa chaperonin
NPL-UPA2_metaspades_Bin_5_1-contigs_00238	CDS	111				hypothetical protein
NPL-UPA2_metaspades_Bin_5_1-contigs_00239	CDS	564	pdaD	4.1.1.19		Pyruvoyl-dependent arginine decarboxylase
NPL-UPA2_metaspades_Bin_5_1-contigs_00240	CDS	162				hypothetical protein
