locus_tag	ftype	length_bp	gene	EC_number	COG	product
Thermodesulfo_metaspades_Bin_1-contigs_00028	CDS	1071	dsvB	1.8.99.5	COG2221	Sulfite reductase, dissimilatory-type subunit beta
Thermodesulfo_metaspades_Bin_1-contigs_00029	CDS	246				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00030	CDS	1383	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
Thermodesulfo_metaspades_Bin_1-contigs_00031	CDS	1083				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00032	CDS	1950	pbpG		COG0744	Penicillin-binding protein 2D
Thermodesulfo_metaspades_Bin_1-contigs_00033	CDS	537		3.6.1.15	COG1618	Nucleoside-triphosphatase THEP1
Thermodesulfo_metaspades_Bin_1-contigs_00034	CDS	1407				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00035	CDS	885				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00036	CDS	261				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00037	CDS	471				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00038	CDS	750				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00039	CDS	252				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00040	tRNA	76				tRNA-Ala(ggc)
Thermodesulfo_metaspades_Bin_1-contigs_00041	CDS	924	cysL		COG0583	HTH-type transcriptional regulator CysL
Thermodesulfo_metaspades_Bin_1-contigs_00042	CDS	1284	bzaA	4.1.99.23		5-hydroxybenzimidazole synthase BzaA
Thermodesulfo_metaspades_Bin_1-contigs_00043	CDS	723	thiE_1	2.5.1.3		Thiamine-phosphate synthase
Thermodesulfo_metaspades_Bin_1-contigs_00044	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
Thermodesulfo_metaspades_Bin_1-contigs_00045	CDS	219				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00046	CDS	144				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00047	CDS	876	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
Thermodesulfo_metaspades_Bin_1-contigs_00048	CDS	2091	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
Thermodesulfo_metaspades_Bin_1-contigs_00049	CDS	1098	ychF		COG0012	Ribosome-binding ATPase YchF
Thermodesulfo_metaspades_Bin_1-contigs_00050	CDS	519	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
Thermodesulfo_metaspades_Bin_1-contigs_00051	CDS	273				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00052	CDS	312				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00053	CDS	471				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00054	CDS	636	queE_1	4.3.99.3		7-carboxy-7-deazaguanine synthase
Thermodesulfo_metaspades_Bin_1-contigs_00055	CDS	699				putative protein
Thermodesulfo_metaspades_Bin_1-contigs_00056	CDS	543	COQ7	1.14.99.60		5-demethoxyubiquinone hydroxylase, mitochondrial
Thermodesulfo_metaspades_Bin_1-contigs_00057	CDS	453	dfx	1.15.1.2	COG2033	Desulfoferrodoxin
Thermodesulfo_metaspades_Bin_1-contigs_00058	CDS	1689	proS	6.1.1.15	COG0442	Proline--tRNA ligase
Thermodesulfo_metaspades_Bin_1-contigs_00059	CDS	1032	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
Thermodesulfo_metaspades_Bin_1-contigs_00060	CDS	483	argA	2.3.1.1		Amino-acid acetyltransferase
Thermodesulfo_metaspades_Bin_1-contigs_00061	CDS	507				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00062	CDS	780	bamA_1			Outer membrane protein assembly factor BamA
Thermodesulfo_metaspades_Bin_1-contigs_00063	CDS	1968	bamA_2			Outer membrane protein assembly factor BamA
Thermodesulfo_metaspades_Bin_1-contigs_00064	CDS	4020				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00065	CDS	1413	rpoD			RNA polymerase sigma factor RpoD
Thermodesulfo_metaspades_Bin_1-contigs_00066	rRNA	1032				23S ribosomal RNA (partial)
Thermodesulfo_metaspades_Bin_1-contigs_00067	CDS	969		3.1.3.11	COG1494	D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase
Thermodesulfo_metaspades_Bin_1-contigs_00068	CDS	426	dnaJ_1			Chaperone protein DnaJ
Thermodesulfo_metaspades_Bin_1-contigs_00069	CDS	882	hflC		COG0330	Modulator of FtsH protease HflC
Thermodesulfo_metaspades_Bin_1-contigs_00070	CDS	1098				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00071	CDS	453	mraZ			Transcriptional regulator MraZ
Thermodesulfo_metaspades_Bin_1-contigs_00072	CDS	882	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
Thermodesulfo_metaspades_Bin_1-contigs_00073	CDS	363				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00074	CDS	1743	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
Thermodesulfo_metaspades_Bin_1-contigs_00075	CDS	1635	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
Thermodesulfo_metaspades_Bin_1-contigs_00076	CDS	1404	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
Thermodesulfo_metaspades_Bin_1-contigs_00077	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
Thermodesulfo_metaspades_Bin_1-contigs_00078	CDS	1035				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00079	CDS	1284	ftsW	2.4.1.129		peptidoglycan glycosyltransferase FtsW
Thermodesulfo_metaspades_Bin_1-contigs_00080	CDS	1122	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
Thermodesulfo_metaspades_Bin_1-contigs_00081	CDS	1470	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
Thermodesulfo_metaspades_Bin_1-contigs_00082	CDS	927	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
Thermodesulfo_metaspades_Bin_1-contigs_00083	CDS	942	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
Thermodesulfo_metaspades_Bin_1-contigs_00084	CDS	165				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00085	CDS	1650	flgK		COG1256	Flagellar hook-associated protein 1
Thermodesulfo_metaspades_Bin_1-contigs_00086	CDS	438				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00087	CDS	300				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00088	CDS	420				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00089	CDS	1131	flgI			Flagellar P-ring protein
Thermodesulfo_metaspades_Bin_1-contigs_00090	CDS	768	flgH			Flagellar L-ring protein
Thermodesulfo_metaspades_Bin_1-contigs_00091	CDS	726				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00092	CDS	789	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
Thermodesulfo_metaspades_Bin_1-contigs_00093	CDS	729	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
Thermodesulfo_metaspades_Bin_1-contigs_00094	CDS	192				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00095	CDS	843	rny_1	3.1.-.-		Ribonuclease Y
Thermodesulfo_metaspades_Bin_1-contigs_00096	CDS	4230				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00097	CDS	1014				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00098	CDS	675	tmk	2.7.4.9	COG0125	Thymidylate kinase
Thermodesulfo_metaspades_Bin_1-contigs_00099	CDS	1023				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00100	CDS	906				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00101	CDS	1632	metG	6.1.1.10	COG0143	Methionine--tRNA ligase
Thermodesulfo_metaspades_Bin_1-contigs_00102	CDS	945				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00103	CDS	213				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00104	CDS	198				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00105	CDS	126				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00106	CDS	2241	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
Thermodesulfo_metaspades_Bin_1-contigs_00107	CDS	531	bioY_1		COG1268	Biotin transporter BioY
Thermodesulfo_metaspades_Bin_1-contigs_00108	CDS	1017	bioB	2.8.1.6		Biotin synthase
Thermodesulfo_metaspades_Bin_1-contigs_00109	CDS	282				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00110	CDS	648				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00111	CDS	129				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00112	CDS	363				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00113	CDS	189				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00114	CDS	354				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00115	CDS	144				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00116	CDS	198				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00117	CDS	450				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00118	CDS	438				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00119	CDS	792				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00120	CDS	1260	serS	6.1.1.11	COG0172	Serine--tRNA ligase
Thermodesulfo_metaspades_Bin_1-contigs_00121	CDS	261				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00122	CDS	1005	pal_1			Peptidoglycan-associated lipoprotein
Thermodesulfo_metaspades_Bin_1-contigs_00123	CDS	345				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00124	CDS	606				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00125	tRNA	73				tRNA-Lys(ttt)
Thermodesulfo_metaspades_Bin_1-contigs_00126	tRNA	76				tRNA-Glu(ttc)
Thermodesulfo_metaspades_Bin_1-contigs_00127	CDS	1242				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00128	CDS	1005	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
Thermodesulfo_metaspades_Bin_1-contigs_00129	CDS	1236	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
Thermodesulfo_metaspades_Bin_1-contigs_00130	CDS	930	speE_1	2.5.1.104	COG0421	Polyamine aminopropyltransferase
Thermodesulfo_metaspades_Bin_1-contigs_00131	CDS	408	speH	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
Thermodesulfo_metaspades_Bin_1-contigs_00132	CDS	1839	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
Thermodesulfo_metaspades_Bin_1-contigs_00133	CDS	723	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
Thermodesulfo_metaspades_Bin_1-contigs_00134	CDS	1077	dnaJ_2		COG0484	Chaperone protein DnaJ
Thermodesulfo_metaspades_Bin_1-contigs_00135	CDS	2658	clpB1		COG0542	Chaperone protein ClpB 1
Thermodesulfo_metaspades_Bin_1-contigs_00136	tRNA	76				tRNA-Asn(gtt)
Thermodesulfo_metaspades_Bin_1-contigs_00137	CDS	216	skfE	7.3.2.3	COG1131	SkfA peptide export ATP-binding protein SkfE
Thermodesulfo_metaspades_Bin_1-contigs_00138	CDS	486	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
Thermodesulfo_metaspades_Bin_1-contigs_00139	CDS	747				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00140	CDS	891	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
Thermodesulfo_metaspades_Bin_1-contigs_00141	CDS	192				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00142	CDS	1446	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
Thermodesulfo_metaspades_Bin_1-contigs_00143	CDS	714	rnc	3.1.26.3	COG0571	Ribonuclease 3
Thermodesulfo_metaspades_Bin_1-contigs_00144	CDS	1248	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
Thermodesulfo_metaspades_Bin_1-contigs_00145	CDS	231	acpP		COG0236	Acyl carrier protein
Thermodesulfo_metaspades_Bin_1-contigs_00146	CDS	888	pstC		COG0573	Phosphate transport system permease protein PstC
Thermodesulfo_metaspades_Bin_1-contigs_00147	CDS	855	pstA1		COG0581	Phosphate transport system permease protein PstA 1
Thermodesulfo_metaspades_Bin_1-contigs_00148	CDS	663	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
Thermodesulfo_metaspades_Bin_1-contigs_00149	CDS	207	rpsU		COG0828	30S ribosomal protein S21
Thermodesulfo_metaspades_Bin_1-contigs_00150	CDS	984				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00151	CDS	1464	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
Thermodesulfo_metaspades_Bin_1-contigs_00152	CDS	1146	ribD		COG0117	Riboflavin biosynthesis protein RibD
Thermodesulfo_metaspades_Bin_1-contigs_00153	CDS	1248	dnaA		COG0593	Chromosomal replication initiator protein DnaA
Thermodesulfo_metaspades_Bin_1-contigs_00154	CDS	1770				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00155	CDS	402	cheY		COG0784	Chemotaxis protein CheY
Thermodesulfo_metaspades_Bin_1-contigs_00156	CDS	480	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
Thermodesulfo_metaspades_Bin_1-contigs_00157	CDS	495	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
Thermodesulfo_metaspades_Bin_1-contigs_00158	CDS	648	hypB		COG0378	Hydrogenase maturation factor HypB
Thermodesulfo_metaspades_Bin_1-contigs_00159	CDS	378	hypA			Hydrogenase maturation factor HypA
Thermodesulfo_metaspades_Bin_1-contigs_00160	CDS	231				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00161	CDS	2079	fusA		COG0480	Elongation factor G
Thermodesulfo_metaspades_Bin_1-contigs_00162	CDS	474	rpsG			30S ribosomal protein S7
Thermodesulfo_metaspades_Bin_1-contigs_00163	CDS	372	rpsL			30S ribosomal protein S12
Thermodesulfo_metaspades_Bin_1-contigs_00164	tRNA	87				tRNA-Leu(caa)
Thermodesulfo_metaspades_Bin_1-contigs_00165	CDS	1014	ilvC	1.1.1.382		Ketol-acid reductoisomerase (NAD(+))
Thermodesulfo_metaspades_Bin_1-contigs_00166	CDS	348				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00167	CDS	1422	tldD	3.4.-.-	COG0312	Metalloprotease TldD
Thermodesulfo_metaspades_Bin_1-contigs_00168	CDS	1215				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00169	CDS	528	sulD		COG0801	Bifunctional folate synthesis protein
Thermodesulfo_metaspades_Bin_1-contigs_00170	CDS	1167	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
Thermodesulfo_metaspades_Bin_1-contigs_00171	CDS	2211	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
Thermodesulfo_metaspades_Bin_1-contigs_00172	CDS	450				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00173	CDS	702				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00174	CDS	996	ribF			Bifunctional riboflavin kinase/FMN adenylyltransferase
Thermodesulfo_metaspades_Bin_1-contigs_00175	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
Thermodesulfo_metaspades_Bin_1-contigs_00176	CDS	1581	mutS		COG0249	DNA mismatch repair protein MutS
Thermodesulfo_metaspades_Bin_1-contigs_00177	CDS	1140				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00178	CDS	1197	argG	6.3.4.5	COG0137	Argininosuccinate synthase
Thermodesulfo_metaspades_Bin_1-contigs_00179	CDS	831	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
Thermodesulfo_metaspades_Bin_1-contigs_00180	CDS	315				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00181	CDS	195				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00182	CDS	345				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00183	CDS	120				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00184	CDS	201				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00185	CDS	2076	ctpC_1	3.6.3.-	COG2217	Manganese-exporting P-type ATPase
Thermodesulfo_metaspades_Bin_1-contigs_00186	tRNA	84				tRNA-Leu(tag)
Thermodesulfo_metaspades_Bin_1-contigs_00187	tRNA	91				tRNA-Ser(tga)
Thermodesulfo_metaspades_Bin_1-contigs_00188	CDS	381	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
Thermodesulfo_metaspades_Bin_1-contigs_00189	CDS	1215	iscS	2.8.1.7		Cysteine desulfurase IscS
Thermodesulfo_metaspades_Bin_1-contigs_00190	CDS	246	tusA			Sulfur carrier protein TusA
Thermodesulfo_metaspades_Bin_1-contigs_00191	CDS	462	iscR		COG1959	HTH-type transcriptional regulator IscR
Thermodesulfo_metaspades_Bin_1-contigs_00192	CDS	1005	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
Thermodesulfo_metaspades_Bin_1-contigs_00193	CDS	336		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
Thermodesulfo_metaspades_Bin_1-contigs_00194	CDS	306	rlmB_1	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
Thermodesulfo_metaspades_Bin_1-contigs_00195	CDS	2154	mshC	6.3.1.13		L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
Thermodesulfo_metaspades_Bin_1-contigs_00196	CDS	2637	adhE		COG1012	Aldehyde-alcohol dehydrogenase
Thermodesulfo_metaspades_Bin_1-contigs_00197	CDS	480				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00198	CDS	549				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00199	CDS	921			COG4663	Lactate-binding periplasmic protein
Thermodesulfo_metaspades_Bin_1-contigs_00200	CDS	549				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00201	CDS	1311	dctM		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
Thermodesulfo_metaspades_Bin_1-contigs_00202	CDS	1653	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
Thermodesulfo_metaspades_Bin_1-contigs_00203	CDS	1536	hisB_1	3.1.3.15		Histidine biosynthesis bifunctional protein HisB
Thermodesulfo_metaspades_Bin_1-contigs_00204	CDS	1053	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
Thermodesulfo_metaspades_Bin_1-contigs_00205	CDS	678	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
Thermodesulfo_metaspades_Bin_1-contigs_00206	CDS	1536	comM		COG0606	Competence protein ComM
Thermodesulfo_metaspades_Bin_1-contigs_00207	CDS	924				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00208	CDS	672				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00209	CDS	1596				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00210	CDS	363				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00211	CDS	435				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00212	CDS	303				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00213	CDS	252				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00214	CDS	894	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
Thermodesulfo_metaspades_Bin_1-contigs_00215	CDS	342				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00216	CDS	1743	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
Thermodesulfo_metaspades_Bin_1-contigs_00217	CDS	315				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00218	CDS	846	rsmI	2.1.1.198		Ribosomal RNA small subunit methyltransferase I
Thermodesulfo_metaspades_Bin_1-contigs_00219	CDS	423				Protein archease
Thermodesulfo_metaspades_Bin_1-contigs_00220	CDS	591	ecdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
Thermodesulfo_metaspades_Bin_1-contigs_00221	CDS	1551				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00222	CDS	804				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00223	CDS	693				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00224	CDS	861		1.2.7.10	COG1013	Oxalate oxidoreductase subunit beta
Thermodesulfo_metaspades_Bin_1-contigs_00225	CDS	1158	padG	1.2.1.58		NADH-dependent phenylglyoxylate dehydrogenase subunit alpha
Thermodesulfo_metaspades_Bin_1-contigs_00226	CDS	603				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00227	CDS	333	trxA			Thioredoxin 1
Thermodesulfo_metaspades_Bin_1-contigs_00228	CDS	1326	ffh		COG0541	Signal recognition particle protein
Thermodesulfo_metaspades_Bin_1-contigs_00229	CDS	513	hybD	3.4.23.-	COG0680	Hydrogenase 2 maturation protease
Thermodesulfo_metaspades_Bin_1-contigs_00230	CDS	225	hybG		COG0298	Hydrogenase maturation factor HybG
Thermodesulfo_metaspades_Bin_1-contigs_00231	CDS	216				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00232	CDS	276	zapA			Cell division protein ZapA
Thermodesulfo_metaspades_Bin_1-contigs_00233	CDS	1185	larC	4.99.1.12		Pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel insertion protein
Thermodesulfo_metaspades_Bin_1-contigs_00234	tRNA	72				tRNA-Thr(cgt)
Thermodesulfo_metaspades_Bin_1-contigs_00235	CDS	834	nfuA_1			Fe/S biogenesis protein NfuA
Thermodesulfo_metaspades_Bin_1-contigs_00236	CDS	378				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00237	CDS	1458	accC_1	6.3.4.14	COG0439	Biotin carboxylase
Thermodesulfo_metaspades_Bin_1-contigs_00238	CDS	2034	pycA	6.4.1.1		Pyruvate carboxylase
Thermodesulfo_metaspades_Bin_1-contigs_00239	CDS	483				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00240	tRNA	90				tRNA-Ser(cga)
Thermodesulfo_metaspades_Bin_1-contigs_00241	CDS	1233	epsF_1		COG1459	Type II secretion system protein F
Thermodesulfo_metaspades_Bin_1-contigs_00242	CDS	708				hypothetical protein
Thermodesulfo_metaspades_Bin_1-contigs_00243	CDS	1287	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
Thermodesulfo_metaspades_Bin_1-contigs_00244	CDS	1578	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
Thermodesulfo_metaspades_Bin_1-contigs_00245	CDS	1140		2.6.1.51	COG0075	Serine-pyruvate aminotransferase
Thermodesulfo_metaspades_Bin_1-contigs_00246	CDS	345		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
Thermodesulfo_metaspades_Bin_1-contigs_00247	CDS	1014	asd2	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase 2
Thermodesulfo_metaspades_Bin_1-contigs_00248	CDS	1161	metK_1	2.5.1.6		S-adenosylmethionine synthase
Thermodesulfo_metaspades_Bin_1-contigs_00249	CDS	1275	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
Thermodesulfo_metaspades_Bin_1-contigs_00250	CDS	1134	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
