locus_tag	ftype	length_bp	gene	EC_number	COG	product
Patescibacteria_metaspades_Bin_5_3-contigs_00042	CDS	1497	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
Patescibacteria_metaspades_Bin_5_3-contigs_00043	CDS	384	atpD_2			ATP synthase subunit delta
Patescibacteria_metaspades_Bin_5_3-contigs_00044	CDS	501	atpF		COG0711	ATP synthase subunit b
Patescibacteria_metaspades_Bin_5_3-contigs_00045	CDS	216	atpE			ATP synthase subunit c, sodium ion specific
Patescibacteria_metaspades_Bin_5_3-contigs_00046	CDS	792	atpB		COG0356	ATP synthase subunit a
Patescibacteria_metaspades_Bin_5_3-contigs_00047	CDS	315				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00048	tRNA	77				tRNA-Ile(gat)
Patescibacteria_metaspades_Bin_5_3-contigs_00049	CDS	255				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00050	CDS	132				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00051	CDS	4929				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00052	CDS	279				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00053	CDS	120				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00054	CDS	1716	recD2	3.6.4.12		ATP-dependent RecD-like DNA helicase
Patescibacteria_metaspades_Bin_5_3-contigs_00055	CDS	993				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00056	CDS	168				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00057	CDS	705				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00058	CDS	357				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00059	CDS	756	truB_1	5.4.99.25		tRNA pseudouridine synthase B
Patescibacteria_metaspades_Bin_5_3-contigs_00060	CDS	378				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00061	CDS	606				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00062	CDS	528				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00063	CDS	897	secF		COG0341	Protein translocase subunit SecF
Patescibacteria_metaspades_Bin_5_3-contigs_00064	CDS	1440	secDF		COG0341	Protein translocase subunit SecDF
Patescibacteria_metaspades_Bin_5_3-contigs_00065	CDS	681	dcd	3.5.4.13		dCTP deaminase, dUMP-forming
Patescibacteria_metaspades_Bin_5_3-contigs_00066	CDS	519	dhfrIII	1.5.1.3		Dihydrofolate reductase type 3
Patescibacteria_metaspades_Bin_5_3-contigs_00067	CDS	480				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00068	CDS	420	rplK		COG0080	50S ribosomal protein L11
Patescibacteria_metaspades_Bin_5_3-contigs_00069	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
Patescibacteria_metaspades_Bin_5_3-contigs_00070	CDS	174	secE			Protein translocase subunit SecE
Patescibacteria_metaspades_Bin_5_3-contigs_00071	CDS	1335				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00072	CDS	813			COG2968	26 kDa periplasmic immunogenic protein
Patescibacteria_metaspades_Bin_5_3-contigs_00073	CDS	687				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00074	CDS	1017	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
Patescibacteria_metaspades_Bin_5_3-contigs_00075	CDS	669				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00076	CDS	1176	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
Patescibacteria_metaspades_Bin_5_3-contigs_00077	CDS	1086				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00078	CDS	399	perR		COG0735	Peroxide operon regulator
Patescibacteria_metaspades_Bin_5_3-contigs_00079	CDS	204				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00080	CDS	708				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00081	CDS	1680	murJ			lipid II flippase MurJ
Patescibacteria_metaspades_Bin_5_3-contigs_00082	CDS	624				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00083	CDS	1275	serS	6.1.1.11	COG0172	Serine--tRNA ligase
Patescibacteria_metaspades_Bin_5_3-contigs_00084	tRNA	79				tRNA-Ala(tgc)
Patescibacteria_metaspades_Bin_5_3-contigs_00085	CDS	1017				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00086	CDS	837				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00087	CDS	2034				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00088	CDS	873				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00089	CDS	2262	ftsK		COG1674	DNA translocase FtsK
Patescibacteria_metaspades_Bin_5_3-contigs_00090	CDS	297				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00091	CDS	1104	recA		COG0468	Protein RecA
Patescibacteria_metaspades_Bin_5_3-contigs_00092	CDS	738	rnhA	3.1.26.4		Ribonuclease H
Patescibacteria_metaspades_Bin_5_3-contigs_00093	CDS	1158	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
Patescibacteria_metaspades_Bin_5_3-contigs_00094	CDS	204	rpsR			30S ribosomal protein S18
Patescibacteria_metaspades_Bin_5_3-contigs_00095	CDS	456				Single-stranded DNA-binding protein
Patescibacteria_metaspades_Bin_5_3-contigs_00096	CDS	804				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00097	CDS	813	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
Patescibacteria_metaspades_Bin_5_3-contigs_00098	CDS	1443	metG	6.1.1.10		Methionine--tRNA ligase
Patescibacteria_metaspades_Bin_5_3-contigs_00099	CDS	1026				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00100	CDS	1377	gerN		COG0475	Na(+)/H(+)-K(+) antiporter GerN
Patescibacteria_metaspades_Bin_5_3-contigs_00101	CDS	642				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00102	CDS	243	glyQS	6.1.1.14	COG0423	Glycine--tRNA ligase
Patescibacteria_metaspades_Bin_5_3-contigs_00103	CDS	2019	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
Patescibacteria_metaspades_Bin_5_3-contigs_00104	CDS	666	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
Patescibacteria_metaspades_Bin_5_3-contigs_00105	CDS	369				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00106	CDS	621				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00107	CDS	363			COG0537	putative HIT-like protein
Patescibacteria_metaspades_Bin_5_3-contigs_00108	CDS	1506				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00109	CDS	390				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00110	CDS	414				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00111	CDS	657				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00112	CDS	354				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00113	CDS	135				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00114	CDS	2103				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00115	CDS	987	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
Patescibacteria_metaspades_Bin_5_3-contigs_00116	CDS	810				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00117	CDS	435				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00118	CDS	438				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00119	CDS	540	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
Patescibacteria_metaspades_Bin_5_3-contigs_00120	CDS	972	mltG	4.2.2.-		Endolytic murein transglycosylase
Patescibacteria_metaspades_Bin_5_3-contigs_00121	CDS	645				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00122	CDS	1920				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00123	CDS	435	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
Patescibacteria_metaspades_Bin_5_3-contigs_00124	CDS	2358	xni	3.1.-.-		Flap endonuclease Xni
Patescibacteria_metaspades_Bin_5_3-contigs_00125	CDS	1836				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00126	CDS	654				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00127	CDS	312				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00128	CDS	1149	ftsA_1			Cell division protein FtsA
Patescibacteria_metaspades_Bin_5_3-contigs_00129	CDS	1374				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00130	CDS	756				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00131	CDS	1647				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00132	CDS	1851				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00133	CDS	723	yidC2		COG0706	Membrane protein insertase YidC 2
Patescibacteria_metaspades_Bin_5_3-contigs_00134	CDS	339	rnpA	3.1.26.5		Ribonuclease P protein component
Patescibacteria_metaspades_Bin_5_3-contigs_00135	CDS	147				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00136	CDS	1347	dnaA		COG0593	Chromosomal replication initiator protein DnaA
Patescibacteria_metaspades_Bin_5_3-contigs_00137	CDS	186				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00138	CDS	1101	dnaN		COG0592	Beta sliding clamp
Patescibacteria_metaspades_Bin_5_3-contigs_00139	CDS	486	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
Patescibacteria_metaspades_Bin_5_3-contigs_00140	CDS	3021	mtgA	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
Patescibacteria_metaspades_Bin_5_3-contigs_00141	CDS	519			COG0217	putative transcriptional regulatory protein
Patescibacteria_metaspades_Bin_5_3-contigs_00142	CDS	279				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00143	CDS	519				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00144	CDS	1932	rnr	3.1.13.1	COG0557	Ribonuclease R
Patescibacteria_metaspades_Bin_5_3-contigs_00145	CDS	969				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00146	CDS	1218	uvrC			UvrABC system protein C
Patescibacteria_metaspades_Bin_5_3-contigs_00147	CDS	1296	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
Patescibacteria_metaspades_Bin_5_3-contigs_00148	CDS	1371	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
Patescibacteria_metaspades_Bin_5_3-contigs_00149	CDS	1308	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
Patescibacteria_metaspades_Bin_5_3-contigs_00150	CDS	834	dat	2.6.1.21		D-alanine aminotransferase
Patescibacteria_metaspades_Bin_5_3-contigs_00151	CDS	444	rplI		COG0359	50S ribosomal protein L9
Patescibacteria_metaspades_Bin_5_3-contigs_00152	CDS	1146		3.4.21.-		putative CtpA-like serine protease
Patescibacteria_metaspades_Bin_5_3-contigs_00153	CDS	1209				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00154	CDS	279				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00155	CDS	702	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
Patescibacteria_metaspades_Bin_5_3-contigs_00156	CDS	354				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00157	CDS	678				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00158	CDS	1704	lysS	6.1.1.6		Lysine--tRNA ligase
Patescibacteria_metaspades_Bin_5_3-contigs_00159	CDS	591				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00160	CDS	468	greA		COG0782	Transcription elongation factor GreA
Patescibacteria_metaspades_Bin_5_3-contigs_00161	CDS	1446				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00162	CDS	1710	mrdA	3.4.16.4		Peptidoglycan D,D-transpeptidase MrdA
Patescibacteria_metaspades_Bin_5_3-contigs_00163	CDS	243				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00164	CDS	564	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
Patescibacteria_metaspades_Bin_5_3-contigs_00165	CDS	414				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00166	CDS	690	ftsE		COG2884	Cell division ATP-binding protein FtsE
Patescibacteria_metaspades_Bin_5_3-contigs_00167	CDS	924	ftsX		COG2177	Cell division protein FtsX
Patescibacteria_metaspades_Bin_5_3-contigs_00168	tRNA	72				tRNA-Gln(ctg)
Patescibacteria_metaspades_Bin_5_3-contigs_00169	CDS	981	prfA			Peptide chain release factor 1
Patescibacteria_metaspades_Bin_5_3-contigs_00170	CDS	252	rpmE2		COG0254	50S ribosomal protein L31 type B
Patescibacteria_metaspades_Bin_5_3-contigs_00171	CDS	702				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00172	CDS	1335				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00173	CDS	477				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00174	rRNA	733				16S ribosomal RNA (partial)
Patescibacteria_metaspades_Bin_5_3-contigs_00175	CDS	849				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00176	CDS	327				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00177	CDS	339	rplV		COG0091	50S ribosomal protein L22
Patescibacteria_metaspades_Bin_5_3-contigs_00178	CDS	672	rpsC		COG0092	30S ribosomal protein S3
Patescibacteria_metaspades_Bin_5_3-contigs_00179	CDS	429	rplP		COG0197	50S ribosomal protein L16
Patescibacteria_metaspades_Bin_5_3-contigs_00180	CDS	246	rpsQ		COG0186	30S ribosomal protein S17
Patescibacteria_metaspades_Bin_5_3-contigs_00181	CDS	369	rplN		COG0093	50S ribosomal protein L14
Patescibacteria_metaspades_Bin_5_3-contigs_00182	CDS	312	rplX		COG0198	50S ribosomal protein L24
Patescibacteria_metaspades_Bin_5_3-contigs_00183	CDS	555	rplE			50S ribosomal protein L5
Patescibacteria_metaspades_Bin_5_3-contigs_00184	CDS	438				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00185	CDS	315				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00186	CDS	594	adk	2.7.4.3	COG0563	Adenylate kinase
Patescibacteria_metaspades_Bin_5_3-contigs_00187	CDS	693	pyrH			Uridylate kinase
Patescibacteria_metaspades_Bin_5_3-contigs_00188	CDS	774	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
Patescibacteria_metaspades_Bin_5_3-contigs_00189	CDS	306				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00190	CDS	1197	tufA		COG0050	Elongation factor Tu
Patescibacteria_metaspades_Bin_5_3-contigs_00191	CDS	324	rpsJ		COG0051	30S ribosomal protein S10
Patescibacteria_metaspades_Bin_5_3-contigs_00192	CDS	618	rplC		COG0087	50S ribosomal protein L3
Patescibacteria_metaspades_Bin_5_3-contigs_00193	CDS	669	rplD		COG0088	50S ribosomal protein L4
Patescibacteria_metaspades_Bin_5_3-contigs_00194	CDS	333				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00195	CDS	840	rplB		COG0090	50S ribosomal protein L2
Patescibacteria_metaspades_Bin_5_3-contigs_00196	tRNA	88				tRNA-Ser(gga)
Patescibacteria_metaspades_Bin_5_3-contigs_00197	CDS	612	rpsD		COG0522	30S ribosomal protein S4
Patescibacteria_metaspades_Bin_5_3-contigs_00198	CDS	999	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
Patescibacteria_metaspades_Bin_5_3-contigs_00199	CDS	354	rplQ		COG0203	50S ribosomal protein L17
Patescibacteria_metaspades_Bin_5_3-contigs_00200	CDS	363	rplM		COG0102	50S ribosomal protein L13
Patescibacteria_metaspades_Bin_5_3-contigs_00201	CDS	405	rpsI		COG0103	30S ribosomal protein S9
Patescibacteria_metaspades_Bin_5_3-contigs_00202	CDS	663	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
Patescibacteria_metaspades_Bin_5_3-contigs_00203	CDS	309				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00204	CDS	1101				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00205	CDS	786	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
Patescibacteria_metaspades_Bin_5_3-contigs_00206	CDS	156				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00207	CDS	1500	cca	2.7.7.72		CCA-adding enzyme
Patescibacteria_metaspades_Bin_5_3-contigs_00208	tRNA	73				tRNA-Arg(tcg)
Patescibacteria_metaspades_Bin_5_3-contigs_00209	CDS	102				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00210	CDS	393				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00211	tRNA	74				tRNA-Pro(tgg)
Patescibacteria_metaspades_Bin_5_3-contigs_00212	CDS	102				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00213	CDS	1368				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00214	tRNA	72				tRNA-Gly(tcc)
Patescibacteria_metaspades_Bin_5_3-contigs_00215	CDS	279	hup			DNA-binding protein HU
Patescibacteria_metaspades_Bin_5_3-contigs_00216	CDS	582	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
Patescibacteria_metaspades_Bin_5_3-contigs_00217	CDS	225				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00218	CDS	258				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00219	CDS	639				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00220	CDS	351				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00221	CDS	594	ahpC	1.11.1.15		Alkyl hydroperoxide reductase C
Patescibacteria_metaspades_Bin_5_3-contigs_00222	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
Patescibacteria_metaspades_Bin_5_3-contigs_00223	tRNA	72				tRNA-Trp(cca)
Patescibacteria_metaspades_Bin_5_3-contigs_00224	CDS	240				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00225	CDS	393				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00226	tRNA	84				tRNA-Tyr(gta)
Patescibacteria_metaspades_Bin_5_3-contigs_00227	CDS	2694	clpB			Chaperone protein ClpB
Patescibacteria_metaspades_Bin_5_3-contigs_00228	CDS	1251	eno	4.2.1.11	COG0148	Enolase
Patescibacteria_metaspades_Bin_5_3-contigs_00229	CDS	669				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00230	CDS	1422	pyk	2.7.1.40	COG0469	Pyruvate kinase
Patescibacteria_metaspades_Bin_5_3-contigs_00231	CDS	2265	smc			Chromosome partition protein Smc
Patescibacteria_metaspades_Bin_5_3-contigs_00232	CDS	555				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00233	CDS	696	rnc	3.1.26.3	COG0571	Ribonuclease 3
Patescibacteria_metaspades_Bin_5_3-contigs_00234	CDS	1113	nusB			Transcription antitermination protein NusB
Patescibacteria_metaspades_Bin_5_3-contigs_00235	CDS	228				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00236	CDS	303	rnhB	3.1.26.4	COG0164	Ribonuclease HII
Patescibacteria_metaspades_Bin_5_3-contigs_00237	CDS	531	nucH	3.1.31.1		Thermonuclease
Patescibacteria_metaspades_Bin_5_3-contigs_00238	CDS	123				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00239	CDS	3108	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
Patescibacteria_metaspades_Bin_5_3-contigs_00240	CDS	477				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00241	tRNA	73				tRNA-Arg(gcg)
Patescibacteria_metaspades_Bin_5_3-contigs_00242	CDS	264	rpsT		COG0268	30S ribosomal protein S20
Patescibacteria_metaspades_Bin_5_3-contigs_00243	tRNA	75				tRNA-Val(tac)
Patescibacteria_metaspades_Bin_5_3-contigs_00244	tRNA	73				tRNA-Arg(tct)
Patescibacteria_metaspades_Bin_5_3-contigs_00245	CDS	1044				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00246	CDS	567				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00247	CDS	468				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00248	CDS	429	yqgF	3.1.-.-		Putative pre-16S rRNA nuclease
Patescibacteria_metaspades_Bin_5_3-contigs_00249	tRNA	88				tRNA-Ser(tga)
Patescibacteria_metaspades_Bin_5_3-contigs_00250	CDS	384				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00251	CDS	1479	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
Patescibacteria_metaspades_Bin_5_3-contigs_00252	CDS	333				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00253	CDS	660				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00254	CDS	798				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00255	CDS	1152		1.1.1.38		NAD-dependent malic enzyme
Patescibacteria_metaspades_Bin_5_3-contigs_00256	CDS	312	gdhA	1.4.1.3		NAD(P)-specific glutamate dehydrogenase
Patescibacteria_metaspades_Bin_5_3-contigs_00257	CDS	771				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00258	CDS	1056	mreB_1		COG1077	Cell shape-determining protein MreB
Patescibacteria_metaspades_Bin_5_3-contigs_00259	CDS	1266	proS	6.1.1.15	COG0442	Proline--tRNA ligase
Patescibacteria_metaspades_Bin_5_3-contigs_00260	CDS	678	rpsB		COG0052	30S ribosomal protein S2
Patescibacteria_metaspades_Bin_5_3-contigs_00261	CDS	453	tsf		COG0264	Elongation factor Ts
Patescibacteria_metaspades_Bin_5_3-contigs_00262	CDS	333				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00263	tRNA	74				tRNA-Thr(tgt)
Patescibacteria_metaspades_Bin_5_3-contigs_00264	CDS	855				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00265	CDS	1224				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00266	CDS	564				hypothetical protein
Patescibacteria_metaspades_Bin_5_3-contigs_00267	CDS	420	efp		COG0231	Elongation factor P
Patescibacteria_metaspades_Bin_5_3-contigs_00268	CDS	1128	pyrD	1.3.5.2		Dihydroorotate dehydrogenase (quinone)
Patescibacteria_metaspades_Bin_5_3-contigs_00269	CDS	804	pgk/tpi		COG0126	Bifunctional PGK/TIM
Patescibacteria_metaspades_Bin_5_3-contigs_00270	CDS	429				hypothetical protein
