locus_tag	ftype	length_bp	gene	EC_number	COG	product
UBA7950_metaspades_Bin_2-contigs_00079	CDS	429	iscR		COG1959	HTH-type transcriptional regulator IscR
UBA7950_metaspades_Bin_2-contigs_00080	CDS	471	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
UBA7950_metaspades_Bin_2-contigs_00081	CDS	726	iscS	2.8.1.7		Cysteine desulfurase IscS
UBA7950_metaspades_Bin_2-contigs_00082	CDS	873	panB_1	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
UBA7950_metaspades_Bin_2-contigs_00083	CDS	1272				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00084	CDS	234				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00085	CDS	528	rpoE		COG1595	ECF RNA polymerase sigma factor RpoE
UBA7950_metaspades_Bin_2-contigs_00086	CDS	339				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00087	CDS	414				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00088	CDS	252				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00089	CDS	1182	lysDH	1.4.1.18		Lysine 6-dehydrogenase
UBA7950_metaspades_Bin_2-contigs_00090	CDS	675	gph	3.1.3.18		Phosphoglycolate phosphatase
UBA7950_metaspades_Bin_2-contigs_00091	CDS	1251				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00092	CDS	225				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00093	CDS	747				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00094	CDS	393				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00095	CDS	198				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00096	CDS	489				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00097	CDS	1623	yidC			Membrane protein insertase YidC
UBA7950_metaspades_Bin_2-contigs_00098	CDS	582	ribE	2.5.1.9		Riboflavin synthase
UBA7950_metaspades_Bin_2-contigs_00099	CDS	1200	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
UBA7950_metaspades_Bin_2-contigs_00100	CDS	468	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
UBA7950_metaspades_Bin_2-contigs_00101	CDS	1260	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
UBA7950_metaspades_Bin_2-contigs_00102	CDS	816				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00103	CDS	564				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00104	CDS	1038	ord_2	1.4.1.26		2,4-diaminopentanoate dehydrogenase
UBA7950_metaspades_Bin_2-contigs_00105	CDS	282	ortA	2.3.1.263		2-amino-4-ketopentanoate thiolase alpha subunit
UBA7950_metaspades_Bin_2-contigs_00106	CDS	2622	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
UBA7950_metaspades_Bin_2-contigs_00107	CDS	2550				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00108	CDS	1860				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00109	CDS	885				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00110	CDS	1011				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00111	CDS	1485				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00112	CDS	774				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00113	CDS	417				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00114	CDS	522				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00115	CDS	1110	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
UBA7950_metaspades_Bin_2-contigs_00116	CDS	1110	wbpA	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
UBA7950_metaspades_Bin_2-contigs_00117	CDS	387		5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
UBA7950_metaspades_Bin_2-contigs_00118	CDS	405	ykfB	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
UBA7950_metaspades_Bin_2-contigs_00119	CDS	648	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
UBA7950_metaspades_Bin_2-contigs_00120	CDS	1248	apgM			2,3-bisphosphoglycerate-independent phosphoglycerate mutase
UBA7950_metaspades_Bin_2-contigs_00121	CDS	1302	bamB			Outer membrane protein assembly factor BamB
UBA7950_metaspades_Bin_2-contigs_00122	CDS	876	dppC_1		COG1173	Dipeptide transport system permease protein DppC
UBA7950_metaspades_Bin_2-contigs_00123	CDS	972	dppB_1		COG0601	Dipeptide transport system permease protein DppB
UBA7950_metaspades_Bin_2-contigs_00124	CDS	1761	appA_1			Oligopeptide-binding protein AppA
UBA7950_metaspades_Bin_2-contigs_00125	CDS	129				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00126	CDS	786	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
UBA7950_metaspades_Bin_2-contigs_00127	CDS	3330	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
UBA7950_metaspades_Bin_2-contigs_00128	CDS	1464				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00129	CDS	906		1.1.1.81	COG0111	Hydroxypyruvate reductase
UBA7950_metaspades_Bin_2-contigs_00130	CDS	1071		2.6.1.51	COG0075	Serine-pyruvate aminotransferase
UBA7950_metaspades_Bin_2-contigs_00131	CDS	891				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00132	CDS	543	lemA		COG1704	Protein LemA
UBA7950_metaspades_Bin_2-contigs_00133	CDS	141				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00134	CDS	513				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00135	CDS	1341	ssnA	3.-.-.-	COG0402	Putative aminohydrolase SsnA
UBA7950_metaspades_Bin_2-contigs_00136	CDS	885	pyrDB	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
UBA7950_metaspades_Bin_2-contigs_00137	CDS	1275	trpB	4.2.1.20		Tryptophan synthase beta chain
UBA7950_metaspades_Bin_2-contigs_00138	CDS	474	ndhS_2	1.17.1.5		Nicotinate dehydrogenase small FeS subunit
UBA7950_metaspades_Bin_2-contigs_00139	CDS	603	nboR	1.1.1.328		Nicotine blue oxidoreductase
UBA7950_metaspades_Bin_2-contigs_00140	CDS	843	ndhF_2	1.17.1.5		Nicotinate dehydrogenase FAD-subunit
UBA7950_metaspades_Bin_2-contigs_00141	CDS	489	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
UBA7950_metaspades_Bin_2-contigs_00142	CDS	1305	moeA_1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
UBA7950_metaspades_Bin_2-contigs_00143	CDS	1050				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00144	CDS	1221	moeA_2	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
UBA7950_metaspades_Bin_2-contigs_00145	CDS	981	moaA	4.1.99.22		GTP 3',8-cyclase
UBA7950_metaspades_Bin_2-contigs_00146	CDS	489	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
UBA7950_metaspades_Bin_2-contigs_00147	CDS	450				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00148	CDS	201				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00149	CDS	432				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00150	CDS	696		2.4.2.-	COG2071	Putative glutamine amidotransferase
UBA7950_metaspades_Bin_2-contigs_00151	CDS	1284	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
UBA7950_metaspades_Bin_2-contigs_00152	CDS	1119				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00153	CDS	222	nfuA_1			Fe/S biogenesis protein NfuA
UBA7950_metaspades_Bin_2-contigs_00154	CDS	222	nfuA_2			Fe/S biogenesis protein NfuA
UBA7950_metaspades_Bin_2-contigs_00155	CDS	546	yvyD		COG1544	Ribosome hibernation promotion factor
UBA7950_metaspades_Bin_2-contigs_00156	CDS	1020				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00157	CDS	249				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00158	CDS	4947	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
UBA7950_metaspades_Bin_2-contigs_00159	CDS	372	rpsL		COG0048	30S ribosomal protein S12
UBA7950_metaspades_Bin_2-contigs_00160	CDS	459	rpsG			30S ribosomal protein S7
UBA7950_metaspades_Bin_2-contigs_00161	CDS	2085	fusA_2		COG0480	Elongation factor G
UBA7950_metaspades_Bin_2-contigs_00162	CDS	309	rpsJ			30S ribosomal protein S10
UBA7950_metaspades_Bin_2-contigs_00163	CDS	624	rplC		COG0087	50S ribosomal protein L3
UBA7950_metaspades_Bin_2-contigs_00164	CDS	639	rplD			50S ribosomal protein L4
UBA7950_metaspades_Bin_2-contigs_00165	CDS	303	rplW		COG0089	50S ribosomal protein L23
UBA7950_metaspades_Bin_2-contigs_00166	CDS	834	rplB		COG0090	50S ribosomal protein L2
UBA7950_metaspades_Bin_2-contigs_00167	CDS	285	rpsS		COG0185	30S ribosomal protein S19
UBA7950_metaspades_Bin_2-contigs_00168	CDS	339	rplV		COG0091	50S ribosomal protein L22
UBA7950_metaspades_Bin_2-contigs_00169	CDS	678	rpsC		COG0092	30S ribosomal protein S3
UBA7950_metaspades_Bin_2-contigs_00170	CDS	432	rplP		COG0197	50S ribosomal protein L16
UBA7950_metaspades_Bin_2-contigs_00171	CDS	192	rpmC			50S ribosomal protein L29
UBA7950_metaspades_Bin_2-contigs_00172	CDS	246	rpsQ		COG0186	30S ribosomal protein S17
UBA7950_metaspades_Bin_2-contigs_00173	CDS	369	rplN		COG0093	50S ribosomal protein L14
UBA7950_metaspades_Bin_2-contigs_00174	CDS	312	rplX			50S ribosomal protein L24
UBA7950_metaspades_Bin_2-contigs_00175	CDS	531	rplE			50S ribosomal protein L5
UBA7950_metaspades_Bin_2-contigs_00176	CDS	408	rpsH		COG0096	30S ribosomal protein S8
UBA7950_metaspades_Bin_2-contigs_00177	CDS	549	rplF			50S ribosomal protein L6
UBA7950_metaspades_Bin_2-contigs_00178	CDS	363	rplR			50S ribosomal protein L18
UBA7950_metaspades_Bin_2-contigs_00179	CDS	453	rpsE		COG0098	30S ribosomal protein S5
UBA7950_metaspades_Bin_2-contigs_00180	CDS	447	rplO			50S ribosomal protein L15
UBA7950_metaspades_Bin_2-contigs_00181	CDS	1278	secY		COG0201	Protein translocase subunit SecY
UBA7950_metaspades_Bin_2-contigs_00182	CDS	573	adk	2.7.4.3	COG0563	Adenylate kinase
UBA7950_metaspades_Bin_2-contigs_00183	CDS	807	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
UBA7950_metaspades_Bin_2-contigs_00184	CDS	195	infA		COG0361	Translation initiation factor IF-1
UBA7950_metaspades_Bin_2-contigs_00185	CDS	366	rpsM		COG0099	30S ribosomal protein S13
UBA7950_metaspades_Bin_2-contigs_00186	CDS	333	rpsK		COG0100	30S ribosomal protein S11
UBA7950_metaspades_Bin_2-contigs_00187	CDS	624	rpsD_1		COG0522	30S ribosomal protein S4
UBA7950_metaspades_Bin_2-contigs_00188	CDS	969	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
UBA7950_metaspades_Bin_2-contigs_00189	CDS	351	rplQ			50S ribosomal protein L17
UBA7950_metaspades_Bin_2-contigs_00190	CDS	1104				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00191	CDS	852				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00192	CDS	141				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00193	CDS	597	rpsD_2			30S ribosomal protein S4
UBA7950_metaspades_Bin_2-contigs_00194	CDS	777	thi4_1	2.4.2.59		Thiamine thiazole synthase
UBA7950_metaspades_Bin_2-contigs_00195	CDS	675	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
UBA7950_metaspades_Bin_2-contigs_00196	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
UBA7950_metaspades_Bin_2-contigs_00197	CDS	1008	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
UBA7950_metaspades_Bin_2-contigs_00198	CDS	99				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00199	CDS	3129				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00200	CDS	2241				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00201	CDS	873				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00202	CDS	801				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00203	CDS	1320				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00204	CDS	990				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00205	CDS	279				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00206	CDS	945	trxB	1.8.1.9	COG0492	Thioredoxin reductase
UBA7950_metaspades_Bin_2-contigs_00207	CDS	240	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
UBA7950_metaspades_Bin_2-contigs_00208	CDS	1224	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
UBA7950_metaspades_Bin_2-contigs_00209	CDS	336				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00210	CDS	1005	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
UBA7950_metaspades_Bin_2-contigs_00211	CDS	567	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
UBA7950_metaspades_Bin_2-contigs_00212	CDS	1104	fbp	3.1.3.11	COG1980	Fructose-1,6-bisphosphate aldolase/phosphatase
UBA7950_metaspades_Bin_2-contigs_00213	CDS	1362		4.3.1.2		Methylaspartate ammonia-lyase
UBA7950_metaspades_Bin_2-contigs_00214	CDS	1494	glmE	5.4.99.1		Glutamate mutase epsilon subunit
UBA7950_metaspades_Bin_2-contigs_00215	CDS	2697				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00216	CDS	666				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00217	CDS	753	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
UBA7950_metaspades_Bin_2-contigs_00218	CDS	876	lipA	2.8.1.8	COG0320	Lipoyl synthase
UBA7950_metaspades_Bin_2-contigs_00219	CDS	699	lipB	2.3.1.181	COG0321	Octanoyltransferase
UBA7950_metaspades_Bin_2-contigs_00220	CDS	261				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00221	CDS	411				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00222	CDS	1059	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
UBA7950_metaspades_Bin_2-contigs_00223	CDS	1008	tdh	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
UBA7950_metaspades_Bin_2-contigs_00224	CDS	1032	yhaM	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
UBA7950_metaspades_Bin_2-contigs_00225	CDS	1230	macB	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
UBA7950_metaspades_Bin_2-contigs_00226	CDS	687	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
UBA7950_metaspades_Bin_2-contigs_00227	CDS	609				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00228	CDS	1644	argS	6.1.1.19		Arginine--tRNA ligase
UBA7950_metaspades_Bin_2-contigs_00229	CDS	918	ftsY		COG0552	Signal recognition particle receptor FtsY
UBA7950_metaspades_Bin_2-contigs_00230	CDS	186				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00231	CDS	237				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00232	CDS	1380				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00233	CDS	123				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00234	CDS	1113				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00235	CDS	333				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00236	CDS	918				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00237	CDS	612				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00238	CDS	480				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00239	CDS	288				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00240	CDS	780				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00241	CDS	1884	selB		COG3276	Selenocysteine-specific elongation factor
UBA7950_metaspades_Bin_2-contigs_00242	CDS	1404	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
UBA7950_metaspades_Bin_2-contigs_00243	CDS	315	grdA	1.21.4.2		Glycine/sarcosine/betaine reductase complex component A
UBA7950_metaspades_Bin_2-contigs_00244	CDS	126	grdA1	1.21.4.2		Glycine/sarcosine/betaine reductase complex component A1
UBA7950_metaspades_Bin_2-contigs_00245	CDS	1449	grdC	1.21.4.2		Glycine/sarcosine/betaine reductase complex component C subunit beta
UBA7950_metaspades_Bin_2-contigs_00246	CDS	195	grdB_1	1.21.4.2		Glycine reductase complex component B subunit gamma
UBA7950_metaspades_Bin_2-contigs_00247	CDS	1047	grdB_2	1.21.4.2		Glycine reductase complex component B subunit gamma
UBA7950_metaspades_Bin_2-contigs_00248	CDS	1278	grdE	1.21.4.2		Glycine reductase complex component B subunits alpha and beta
UBA7950_metaspades_Bin_2-contigs_00249	CDS	342	trxA		COG0526	Thioredoxin
UBA7950_metaspades_Bin_2-contigs_00250	CDS	153				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00251	CDS	543	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
UBA7950_metaspades_Bin_2-contigs_00252	CDS	888				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00253	CDS	201				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00254	CDS	492				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00255	CDS	345				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00256	CDS	303				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00257	CDS	1617				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00258	CDS	180				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00259	CDS	930	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
UBA7950_metaspades_Bin_2-contigs_00260	CDS	528	def	3.5.1.88	COG0242	Peptide deformylase
UBA7950_metaspades_Bin_2-contigs_00261	CDS	2301	recG	3.6.4.12		ATP-dependent DNA helicase RecG
UBA7950_metaspades_Bin_2-contigs_00262	CDS	648	glmU			Bifunctional protein GlmU
UBA7950_metaspades_Bin_2-contigs_00263	CDS	117				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00264	CDS	1155		3.4.21.-		putative CtpA-like serine protease
UBA7950_metaspades_Bin_2-contigs_00265	CDS	993	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
UBA7950_metaspades_Bin_2-contigs_00266	CDS	834	ngcG		COG0395	Diacetylchitobiose uptake system permease protein NgcG
UBA7950_metaspades_Bin_2-contigs_00267	CDS	876	lacF_1			Lactose transport system permease protein LacF
UBA7950_metaspades_Bin_2-contigs_00268	CDS	1185				hypothetical protein
UBA7950_metaspades_Bin_2-contigs_00269	CDS	1107	nagC_2		COG1940	N-acetylglucosamine repressor
UBA7950_metaspades_Bin_2-contigs_00270	CDS	1194	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
UBA7950_metaspades_Bin_2-contigs_00271	CDS	882				hypothetical protein
